ResponseId,Finished,Duration (in seconds),Status,SC0,gender,age,race,hispanic_origin,education,country_origin,region,politics,1_expert_trust,2_expert_trust,3_expert_trust,4_expert_trust,5_expert_trust,6_expert_trust,1_health_engagement,2_health_engagement,3_health_engagement,4_health_engagement,5_health_engagement,info_source,attention1,attention2,attention_meat_exp,attention_oil_inf,attention_meat_infl,attention_oil_exp,Q_RecaptchaScore,Q_DuplicateRespondent,complete,meat_exp_accurate,meat_exp_authentic,meat_exp_believable,dmy1_slp_accurate,dmy1_slp_authentic,dmy1_slp_believable,dmy2_wt_accurate,dmy2_wt_authentic,dmy2_wt_believable,oil_infl_accurate,post_oil_authentic,post_oil_believable,meat_infl_accurate,meat_infl_authentic,meat_infl_believable,oil_exp_accurate,oil_exp_authentic,oil_exp_believable,condition_sequence,order_pattern,post_meat_source,post_oil_source,keep_flag,expert_trust_index,health_engagement_index,meat_exp_cred,meat_infl_cred,meat_cred,oil_exp_cred,oil_infl_cred,oil_cred,age_group
R_3EyDIOEoCT85RYC,1,207,0,1,1,25-34,2,2,3,1,3,4,7,6,6,4,6,7,7,7,6,7,6,"1,3,4,6",4,3,3,1,,,1,,1,6,7,7,5,6,5,6,7,6,7,5,6,,,,,,,expert_meat_influencer_oil,tfft,expert,influencer,0,5.8,6.6,6.66666666666667,,6.66666666666667,,6,6,18-34
R_3WZFbiDUZFxhSYD,1,246,0,0,1,18-24,1,2,2,1,1,4,5,6,6,4,4,6,2,5,3,6,5,1,4,3,1,1,,,1,,1,2,2,1,4,4,5,6,6,6,5,5,6,,,,,,,expert_meat_influencer_oil,ftft,expert,influencer,1,5,4.2,1.66666666666667,,1.66666666666667,,5.33333333333333,5.33333333333333,18-34
R_3CPCKAErvwLuHNa,1,230,0,3,2,25-34,1,2,3,1,3,1,7,7,7,7,7,7,7,7,7,7,7,4,4,7,,,5,6,1,,1,,,,7,7,7,7,7,7,,,,7,7,7,7,7,7,influencer_meat_expert_oil,ftft,influencer,expert,0,7,7,,7,7,7,,7,18-34
R_3LApdhMklQIXm0e,1,206,0,1,2,35-44,2,2,3,1,3,4,6,6,6,7,4,5,6,6,6,7,7,1,4,3,1,2,,,0.800000011920929,,1,4,4,4,7,7,7,7,6,7,6,7,7,,,,,,,expert_meat_influencer_oil,tfft,expert,influencer,0,5.8,6.4,4,,4,,6.66666666666667,6.66666666666667,35-54
R_1r9eW4eypdC76Ru,1,274,0,0,1,25-34,1,2,3,1,4,4,6,5,5,5,4,4,4,5,3,5,5,1,4,3,1,1,,,1,,1,4,3,3,4,2,5,5,5,5,3,3,3,,,,,,,expert_meat_influencer_oil,ftft,expert,influencer,1,5,4.4,3.33333333333333,,3.33333333333333,,3,3,18-34
R_3HCFpK4OPbIa3zA,1,262,0,3,2,18-24,2,2,3,1,3,4,3,4,5,5,4,4,4,4,4,4,4,1,4,4,,,3,2,0.800000011920929,,1,,,,4,4,4,5,5,5,,,,4,4,4,4,4,4,influencer_meat_expert_oil,tfft,influencer,expert,0,4.2,4,,4,4,4,,4,18-34
R_3ptW7fVGWNuuRWw,1,314,0,0,1,25-34,1,2,1,1,1,4,4,4,7,7,2,7,6,4,4,5,4,1,4,3,,,1,1,0.899999976158142,,1,,,,4,4,4,4,4,5,,,,1,1,1,4,4,4,influencer_meat_expert_oil,tfft,influencer,expert,1,4.8,4.6,,1,1,4,,4,18-34
R_5pyBolI7uxa4PUF,1,298,0,1,1,25-34,1,2,2,1,1,4,5,5,6,5,5,5,7,7,7,7,7,"1,3",4,3,,,1,3,0.800000011920929,,1,,,,7,7,7,7,7,7,,,,5,6,5,4,4,4,influencer_meat_expert_oil,ftft,influencer,expert,1,5.2,7,,5.33333333333333,5.33333333333333,4,,4,18-34
R_1k6DMl6YZaz4wJr,1,376,0,0,2,25-34,1,2,4,1,4,7,7,6,6,5,3,6,7,7,7,7,7,6,4,3,,,1,1,1,,1,,,,7,7,7,7,7,7,,,,1,7,1,1,1,1,influencer_meat_expert_oil,tfft,influencer,expert,1,5.4,7,,3,3,1,,1,18-34
R_1rDJ58LX6P7tdtL,1,332,0,0,2,35-44,1,2,3,1,4,4,4,4,4,4,2,6,1,4,1,4,4,1,4,3,,,1,1,0.800000011920929,,1,,,,4,4,4,4,3,3,,,,4,3,3,4,4,5,influencer_meat_expert_oil,tfft,influencer,expert,1,3.6,2.8,,3.33333333333333,3.33333333333333,4.33333333333333,,4.33333333333333,35-54
R_1wHLmJabOoQ13Ju,1,326,0,0,1,18-24,1,2,3,1,3,4,6,6,5,4,4,6,5,5,5,6,5,"4,6",4,3,1,1,,,0.800000011920929,,1,3,3,4,5,5,5,6,4,6,2,3,3,,,,,,,expert_meat_influencer_oil,ftft,expert,influencer,1,5,5.2,3.33333333333333,,3.33333333333333,,2.66666666666667,2.66666666666667,18-34
R_30ZaMFCItITLS56,1,4259,0,0,2,18-24,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_18M5MUx7j4bcxK4,1,388,0,0,1,18-24,1,2,2,1,3,6,7,6,7,6,7,7,5,7,7,6,4,"1,2,6,5",4,3,1,1,,,0.899999976158142,,1,4,7,5,5,7,7,4,1,5,4,6,5,,,,,,,expert_meat_influencer_oil,tfft,expert,influencer,1,6.6,5.8,5.33333333333333,,5.33333333333333,,5,5,18-34
R_1QaM000RfAS2Thc,1,352,0,0,1,18-24,1,2,2,1,1,6,5,6,7,4,7,7,7,6,5,7,6,"1,3,6",4,3,1,1,,,0.800000011920929,,1,7,7,7,7,7,7,7,7,7,5,7,6,,,,,,,expert_meat_influencer_oil,tfft,expert,influencer,1,5.8,6.2,7,,7,,6,6,18-34
R_5R89nhI92nS84LP,1,319,0,0,2,18-24,2,2,2,1,2,4,1,1,1,3,7,1,7,7,7,7,7,"1,2",4,3,1,1,,,1,,1,7,7,7,4,4,4,7,7,7,7,7,7,,,,,,,expert_meat_influencer_oil,ftft,expert,influencer,1,2.6,7,7,,7,,7,7,18-34
R_3YnMHxzOph6BaRX,1,410,0,0,1,35-44,1,2,2,1,4,4,5,6,6,6,5,6,5,6,6,6,6,"1,4",4,3,1,1,,,1,,1,6,6,6,6,6,6,6,5,6,5,6,5,,,,,,,expert_meat_influencer_oil,ftft,expert,influencer,1,5.6,5.8,6,,6,,5.33333333333333,5.33333333333333,35-54
R_5shOl0ULtGS2fnd,1,495,0,0,2,45-54,1,2,2,1,3,5,6,7,5,7,2,7,6,5,5,3,6,"1,5",4,3,1,1,,,1,,1,6,7,6,7,7,7,7,6,7,6,7,7,,,,,,,expert_meat_influencer_oil,tfft,expert,influencer,1,5.4,5,6.33333333333333,,6.33333333333333,,6.66666666666667,6.66666666666667,35-54
R_3J78SJ9MJIMptxD,1,432,0,0,2,25-34,1,2,2,1,3,6,7,7,4,5,3,7,5,4,3,5,5,"1,3,4",4,3,1,1,,,0.899999976158142,,1,4,2,2,6,5,5,6,6,6,5,5,5,,,,,,,expert_meat_influencer_oil,tfft,expert,influencer,1,5.2,4.4,2.66666666666667,,2.66666666666667,,5,5,18-34
R_7icUonwWo8DlHl7,1,494,0,0,1,45-54,1,2,3,1,3,1,6,6,6,3,4,7,5,6,5,6,6,"3,6",4,3,,,1,1,1,,1,,,,6,7,7,7,6,7,,,,4,6,3,3,4,3,influencer_meat_expert_oil,ftft,influencer,expert,1,5,5.6,,4.33333333333333,4.33333333333333,3.33333333333333,,3.33333333333333,35-54
R_1M408LLwe92HNrr,1,429,0,1,2,25-34,1,2,3,1,1,5,5,6,4,7,2,7,6,6,5,6,6,4,4,3,,,1,2,0.899999976158142,,1,,,,4,3,5,4,4,3,,,,5,5,5,4,4,4,influencer_meat_expert_oil,ftft,influencer,expert,1,4.8,5.8,,5,5,4,,4,18-34
R_3zo2JrGK0R67hpA,1,472,0,1,1,25-34,2,2,6,1,3,7,6,3,5,2,4,6,7,6,5,6,5,"1,2,4",4,3,,,3,1,1,,1,,,,5,6,7,6,5,7,,,,6,5,7,5,6,7,influencer_meat_expert_oil,tfft,influencer,expert,1,4,5.8,,6,6,6,,6,18-34
R_7kLKphvRDRB1JJ0,1,295,0,0,1,35-44,4,2,6,1,1,3,5,6,5,4,5,6,5,5,5,6,6,"1,3,6,5",4,3,,,1,1,1,,1,,,,3,2,3,6,5,5,,,,4,4,4,6,6,6,influencer_meat_expert_oil,tfft,influencer,expert,1,5,5.4,,4,4,6,,6,35-54
R_7xXhOcfevKq35b2,1,554,0,1,1,35-44,1,2,3,1,3,5,6,5,7,5,3,4,5,5,3,6,6,"3,6,5",4,5,1,1,,,1,,1,5,2,3,6,5,6,7,3,6,5,2,6,,,,,,,expert_meat_influencer_oil,ftft,expert,influencer,0,5.2,5,3.33333333333333,,3.33333333333333,,4.33333333333333,4.33333333333333,35-54
R_71XATpplcsuJ6cz,1,544,0,0,2,35-44,2,2,3,1,3,4,5,5,5,3,3,5,4,3,5,5,5,"3,4",4,3,,,1,1,1,,1,,,,3,3,3,3,3,3,,,,4,4,4,5,5,5,influencer_meat_expert_oil,tfft,influencer,expert,1,4.2,4.4,,4,4,5,,5,35-54
R_3uUPlaglw5XjkhZ,1,481,0,0,2,55-64,4,2,4,1,4,4,5,5,5,4,4,5,4,4,3,4,5,3,4,3,1,1,,,0.899999976158142,,1,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,expert_meat_influencer_oil,tfft,expert,influencer,1,4.6,4,5,,5,,5,5,55+
R_1NQGshATHWApFsX,1,630,0,0,2,25-34,1,2,1,1,1,4,5,4,4,4,2,2,2,4,2,3,2,"1,2",4,3,1,1,,,1,,1,1,1,3,5,5,5,5,5,5,4,4,5,,,,,,,expert_meat_influencer_oil,tfft,expert,influencer,1,3.8,2.6,1.66666666666667,,1.66666666666667,,4.33333333333333,4.33333333333333,18-34
R_3Io35tHFlqgFWSc,1,781,0,2,1,Under18,4,2,2,1,4,3,6,6,6,5,6,6,5,5,5,6,5,"1,2,4,6,5",4,3,,,2,2,1,,1,,,,6,5,6,7,6,6,,,,6,6,6,6,6,6,influencer_meat_expert_oil,ftft,influencer,expert,1,5.8,5.2,,6,6,6,,6,55+
R_7D6uZ9wipHt7T1p,1,919,0,0,2,45-54,1,2,4,1,3,5,5,6,6,5,3,5,5,6,6,3,5,"1,3,6",4,3,1,1,,,0.800000011920929,,1,5,5,5,6,5,5,6,6,6,5,4,5,,,,,,,expert_meat_influencer_oil,ftft,expert,influencer,1,5,5,5,,5,,4.66666666666667,4.66666666666667,35-54
R_1MzI44CtxgPCs5b,1,798,0,2,1,25-34,1,2,3,1,4,4,5,4,5,4,5,6,4,4,6,4,4,"1,3,4,6",4,5,,,4,1,0.400000005960465,,1,,,,4,4,4,4,4,4,,,,5,4,4,5,4,4,influencer_meat_expert_oil,ftft,influencer,expert,0,4.6,4.4,,4.33333333333333,4.33333333333333,4.33333333333333,,4.33333333333333,18-34
R_3MG8nRCfrCHE2CA,1,17,0,0,1,35-44,4,2,5,,,,,,,,,,,,,,,,,,,,,,0.899999976158142,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,35-54
R_6GuPP4Ib1t3KfyV,1,35,0,0,2,18-24,1,1,,,,,,,,,,,,,,,,,,,,,,,0.800000011920929,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_6NrWGUrRKiroEIL,1,40,0,0,2,18-24,1,2,2,86,3,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_7m7tHa1MOlo5UYb,1,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.800000011920929,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,55+
R_7UV5qoMV3S6ct2x,1,29,0,0,1,35-44,4,2,5,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,35-54
R_7qeg861uQEiaPl1,1,106,0,0,1,25-34,1,2,5,,,,,,,,,,,,,,,,,,,,,,0.400000005960465,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_14pEOVNt76UI2YF,1,256,0,1,1,Under18,1,2,3,1,4,4,6,6,5,5,6,5,5,7,6,6,6,"1,2,3,4",4,3,1,3,,,0.800000011920929,,1,4,4,3,6,6,5,5,6,5,5,6,5,,,,,,,expert_meat_influencer_oil,ftft,expert,influencer,0,5.6,6,3.66666666666667,,3.66666666666667,,5.33333333333333,5.33333333333333,55+
R_1nwR3xujLYFi7E5,1,12,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.899999976158142,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,55+
R_5wu3aNF0OVubduN,1,159,0,2,1,25-34,1,2,4,1,2,3,5,7,6,7,6,5,7,5,6,6,7,"2,3,6",4,3,4,2,,,0.899999976158142,,1,6,5,4,3,1,5,2,4,6,6,4,5,,,,,,,expert_meat_influencer_oil,tfft,expert,influencer,0,6.2,6.2,5,,5,,5,5,18-34
R_7x3GnL6G4HbuTKN,1,255,0,1,1,25-34,4,2,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,,,4,1,0.899999976158142,,1,,,,4,3,4,4,5,5,,,,4,5,5,5,5,5,influencer_meat_expert_oil,ftft,influencer,expert,1,4,4,,4.66666666666667,4.66666666666667,5,,5,18-34
R_7exgioO6B9dFyU4,1,21,0,0,1,25-34,1,2,5,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_7f7TWxzT9PKnrCE,1,307,0,2,1,25-34,2,2,3,1,3,4,2,5,4,2,3,4,4,4,5,5,6,1,4,4,,,3,1,0.899999976158142,,1,,,,4,4,7,7,4,6,,,,4,5,5,4,4,3,influencer_meat_expert_oil,tfft,influencer,expert,0,3.2,4.8,,4.66666666666667,4.66666666666667,3.66666666666667,,3.66666666666667,18-34
R_7Jy3sUtt3MflrPY,1,354,0,0,1,25-34,1,2,6,1,4,4,5,6,6,5,1,6,6,6,4,7,6,6,4,3,1,1,,,0.800000011920929,,1,5,5,4,6,6,6,6,6,6,6,6,5,,,,,,,expert_meat_influencer_oil,tfft,expert,influencer,1,4.6,5.8,4.66666666666667,,4.66666666666667,,5.66666666666667,5.66666666666667,18-34
R_54Gh0neU9fdRvNQ,1,12,0,0,1,Under18,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,55+
R_5PTMjtoU7awVuCJ,1,259,0,3,1,35-44,2,2,1,1,1,6,4,4,4,4,4,4,4,4,4,4,4,8,4,4,5,5,,,0.400000005960465,,1,4,4,4,1,1,1,4,4,4,1,1,1,,,,,,,expert_meat_influencer_oil,ftft,expert,influencer,0,4,4,4,,4,,1,1,35-54
R_5iX1iUJSaRTHCkP,1,390,0,0,1,25-34,1,2,1,1,1,7,5,4,5,4,4,5,6,6,5,5,6,6,4,3,,,1,1,0.800000011920929,,1,,,,6,6,6,6,6,6,,,,7,7,7,7,7,7,influencer_meat_expert_oil,ftft,influencer,expert,1,4.4,5.6,,7,7,7,,7,18-34
R_54EB16lCuvfKvAZ,1,260,0,1,1,35-44,1,2,6,1,4,7,7,7,7,7,7,7,7,7,7,7,7,"1,3,4,6,5",4,3,,,1,4,0.899999976158142,,1,,,,7,7,7,7,7,7,,,,7,7,6,7,7,7,influencer_meat_expert_oil,tfft,influencer,expert,1,7,7,,6.66666666666667,6.66666666666667,7,,7,35-54
R_3DV3djEjHIVqsy3,1,104,0,0,1,25-34,1,2,5,,,,,,,,,,,,,,,,,,,,,,0.899999976158142,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_30CvGfM3zUU4R79,1,3884,0,2,2,25-34,2,2,2,1,3,4,5,4,4,4,4,4,4,4,4,4,4,2,4,2,,,5,1,0.899999976158142,,1,,,,4,4,4,4,4,4,,,,4,4,4,4,4,4,influencer_meat_expert_oil,ftft,influencer,expert,0,4.2,4,,4,4,4,,4,18-34
R_512OUxuSFvS463v,1,35,0,0,1,35-44,1,2,5,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,35-54
R_1YDRIHlPLhkc2ba,1,459,0,1,1,Under18,2,2,2,1,1,1,7,7,7,4,4,7,6,7,7,6,6,"1,3,4",4,3,1,4,,,0.800000011920929,,1,7,6,7,7,4,7,7,4,7,4,5,6,,,,,,,expert_meat_influencer_oil,tfft,expert,influencer,0,5.8,6.4,6.66666666666667,,6.66666666666667,,5,5,55+
R_7WOtzorkS6OwRFy,1,496,0,3,1,Under18,2,2,6,1,4,7,4,4,4,4,4,4,3,4,3,4,4,4,4,4,,,2,3,0.800000011920929,,1,,,,3,5,2,7,2,4,,,,2,3,2,3,2,1,influencer_meat_expert_oil,tfft,influencer,expert,0,4,3.6,,2.33333333333333,2.33333333333333,2,,2,55+
R_5ZnMpXI59MIXMtz,1,215,0,0,2,18-24,5,1,2,1,3,6,6,6,7,4,4,7,5,4,4,6,5,"3,4,6",4,3,1,1,,,0.800000011920929,,1,7,6,7,6,7,6,7,7,6,7,7,6,,,,,,,expert_meat_influencer_oil,tfft,expert,influencer,1,5.4,4.8,6.66666666666667,,6.66666666666667,,6.66666666666667,6.66666666666667,18-34
R_6CBFwQaTGk83wSl,1,104,0,0,1,55-64,5,1,2,1,3,,,,5,4,5,6,,,,,,,,,,,,,0.800000011920929,,0,,,,,,,,,,,,,,,,,,,,,,,0,4.66666666666667,,,,,,,,55+
R_7CHdh9TzIs1h3Pw,1,10,0,0,2,18-24,3,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_3nZHFDX1tPDemEF,1,182,0,1,2,Under18,,1,5,1,1,4,5,5,3,4,3,6,5,5,4,4,6,"1,3",4,3,,,1,2,0.899999976158142,,1,,,,5,7,3,5,6,4,,,,3,3,3,5,7,4,influencer_meat_expert_oil,ftft,influencer,expert,1,4,4.8,,3,3,5.33333333333333,,5.33333333333333,55+
R_6V1S5hlNfJ05IPW,1,381,0,0,1,25-34,1,1,2,1,4,4,6,7,6,6,5,7,3,6,2,2,3,3,4,3,1,1,,,0.200000002980232,,1,7,7,6,7,7,7,6,7,7,6,6,5,,,,,,,expert_meat_influencer_oil,ftft,expert,influencer,0,6,3.2,6.66666666666667,,6.66666666666667,,5.66666666666667,5.66666666666667,18-34
R_38aDaK8JuzVLM4x,1,317,0,0,2,35-44,1,1,3,1,4,4,5,5,6,6,2,5,4,5,4,4,4,"1,3",4,3,1,1,,,0.699999988079071,,1,5,5,6,5,5,5,5,5,6,4,5,4,,,,,,,expert_meat_influencer_oil,ftft,expert,influencer,1,4.8,4.2,5.33333333333333,,5.33333333333333,,4.33333333333333,4.33333333333333,35-54
R_7du8hZjfg4wNPdD,1,177,0,3,2,25-34,2,1,2,1,2,4,1,2,1,2,4,3,3,4,1,1,2,"1,2,3,4",4,6,,,3,2,1,,1,,,,7,7,7,7,7,7,,,,7,7,7,7,4,7,influencer_meat_expert_oil,tfft,influencer,expert,0,2,2.2,,7,7,6,,6,18-34
R_5PMfvQw9FT9NvK9,1,296,0,1,1,18-24,2,2,2,1,2,4,4,4,4,4,4,4,4,4,4,4,4,"3,4",4,3,1,4,,,1,,1,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,expert_meat_influencer_oil,ftft,expert,influencer,0,4,4,4,,4,,4,4,18-34
R_329KIE8Ql0JOjQT,1,343,0,1,2,Under18,1,1,3,1,2,2,3,5,5,5,5,5,5,5,5,5,5,"2,3,4",4,3,,,3,1,0.699999988079071,,1,,,,3,5,3,3,5,3,,,,3,4,4,3,5,3,influencer_meat_expert_oil,tfft,influencer,expert,1,4.6,5,,3.66666666666667,3.66666666666667,3.66666666666667,,3.66666666666667,55+
R_6VyCFjSsHZq6RfO,1,348,0,0,1,25-34,2,1,3,1,4,5,4,6,5,7,1,7,3,6,5,5,5,"1,3,5",4,3,1,1,,,0.899999976158142,,1,3,1,1,5,6,6,5,6,4,6,7,6,,,,,,,expert_meat_influencer_oil,tfft,expert,influencer,1,4.6,4.8,1.66666666666667,,1.66666666666667,,6.33333333333333,6.33333333333333,18-34
R_62fmJEUlEn7XSmT,1,308,0,0,2,Under18,2,1,2,1,2,4,6,6,7,4,2,5,5,7,4,5,5,"1,3",4,3,,,1,1,0.800000011920929,,1,,,,3,4,5,4,6,7,,,,4,4,7,4,6,7,influencer_meat_expert_oil,tfft,influencer,expert,1,5,5.2,,5,5,5.66666666666667,,5.66666666666667,55+
R_6rCClkJ1oJpagBX,1,233,0,2,2,18-24,1,1,3,1,3,4,6,5,6,4,4,6,6,6,6,6,6,"1,3",4,3,,,4,4,0.800000011920929,,1,,,,5,6,5,7,7,7,,,,7,7,6,7,6,7,influencer_meat_expert_oil,ftft,influencer,expert,1,5,6,,6.66666666666667,6.66666666666667,6.66666666666667,,6.66666666666667,18-34
R_5BRTGKAU4vYJ6ON,1,344,0,0,2,45-54,1,1,3,1,4,4,6,7,7,7,5,6,6,6,5,5,6,4,4,3,1,1,,,0.800000011920929,,1,3,3,3,4,4,5,6,5,6,5,4,5,,,,,,,expert_meat_influencer_oil,ftft,expert,influencer,1,6.4,5.6,3,,3,,4.66666666666667,4.66666666666667,35-54
R_6PH9OZyOEp78UHT,1,189,0,0,1,25-34,1,1,3,1,4,,5,6,7,5,4,6,6,6,6,6,5,"1,2,6,5",4,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,5.4,5.8,,,,,,,18-34
R_7wmDGQRxg8XX0Hr,1,139,0,0,1,18-24,1,1,2,1,2,7,7,7,5,1,6,5,7,7,7,7,6,1,4,3,,,1,,0.800000011920929,,0,,,,6,6,7,,,,,,,7,7,6,,,,influencer_meat_expert_oil,tfft,influencer,expert,0,5.2,6.8,,6.66666666666667,6.66666666666667,,,,18-34
R_3KNGeZaUIC8I07t,1,117,0,0,2,Under18,2,1,3,1,2,,7,7,7,5,6,6,,,,6,,,4,,,,,,0.800000011920929,,0,,,,,,,,,,,,,,,,,,,,,,,0,6.4,6,,,,,,,55+
R_3rIfHUfETNBCudQ,1,135,0,0,2,Under18,1,1,2,1,3,4,6,6,6,4,5,7,5,5,3,4,5,"3,4",4,3,,,,,0.800000011920929,,0,,,,7,7,6,,,,,,,,,,,,,expert_meat_influencer_oil,ftft,expert,influencer,0,5.4,4.4,,,,,,,55+
R_1gFq951L6rkjfIA,1,215,0,0,2,18-24,1,1,5,1,1,1,6,6,6,6,6,6,7,6,6,6,6,"1,2,3",4,3,,,,,0.899999976158142,,0,,,,,,,,,,,,,,,,,,,expert_meat_influencer_oil,tfft,expert,influencer,0,6,6.2,,,,,,,18-34
R_6P0STfIZfBANTp6,1,203,0,1,2,25-34,2,1,5,1,3,2,6,5,6,5,6,6,5,5,6,5,5,"1,3,4",4,3,,,3,,0.899999976158142,,0,,,,,,,,,,,,,5,6,5,,,,influencer_meat_expert_oil,tfft,influencer,expert,0,5.6,5.2,,5.33333333333333,5.33333333333333,,,,18-34
R_71HSTUHoKGkfVYt,1,277,0,0,1,18-24,1,1,2,1,3,4,7,7,7,3,2,7,7,7,5,5,5,1,4,3,1,,,,0.5,,0,7,7,7,7,7,7,7,7,7,,,,,,,,,,expert_meat_influencer_oil,tfft,expert,influencer,0,5.2,5.8,7,,7,,,,18-34
R_6MmWvE9B2GYRTpH,1,223,0,0,2,45-54,1,1,3,1,3,,,6,7,,5,6,,,,,,,,,,,,,0.600000023841858,,0,,,,,,,,,,,,,,,,,,,,,,,0,6,,,,,,,,35-54
R_6342ftvOWMl7S4y,1,198,0,0,2,25-34,1,1,2,1,4,,4,,4,,4,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,4,,,,,,,,18-34
R_6Epcg5fq6oTd0OV,1,203,0,0,2,18-24,2,1,6,1,2,1,7,7,7,7,7,7,7,7,6,7,7,"1,2,3,4,6,5",4,3,,,,,1,,0,,,,,,,,,,,,,,,,,,,expert_meat_influencer_oil,tfft,expert,influencer,0,7,6.8,,,,,,,18-34
R_1lYkhCSzgGe4R7b,1,196,0,1,2,45-54,1,1,2,1,2,4,4,4,5,4,4,4,4,4,4,4,4,2,4,4,,,1,,0.800000011920929,,0,,,,4,4,4,,,,,,,4,4,4,,,,influencer_meat_expert_oil,ftft,influencer,expert,0,4.2,4,,4,4,,,,35-54
R_6kiBwszg2wgPqTO,1,193,0,0,1,18-24,4,1,3,1,4,4,6,6,6,6,6,6,6,6,6,5,5,"1,3,4",4,3,1,,,,0.800000011920929,,0,5,5,5,6,6,7,7,7,7,,,,,,,,,,expert_meat_influencer_oil,ftft,expert,influencer,0,6,5.6,5,,5,,,,18-34
R_17gtIj2HMiutCZK,1,347,0,0,1,18-24,1,1,4,1,3,,,6,6,6,6,5,,,,,,,,,,,,,0.899999976158142,,0,,,,,,,,,,,,,,,,,,,,,,,0,6,,,,,,,,18-34
R_5IRXnYrczg2uj8c,1,327,0,0,2,25-34,1,1,6,1,1,1,7,6,6,2,2,6,5,5,7,7,5,"1,3,4,6",4,3,,,1,,0.800000011920929,,0,,,,7,5,6,6,4,5,,,,3,1,2,,,,influencer_meat_expert_oil,ftft,influencer,expert,0,4.6,5.8,,2,2,,,,18-34
R_6Es1xW274fYSSB4,1,264,0,1,2,Under18,1,1,4,1,3,2,6,3,6,4,5,5,5,4,6,5,3,"4,6",4,6,,,,,0.800000011920929,,0,,,,5,6,4,,,,,,,,,,,,,influencer_meat_expert_oil,ftft,influencer,expert,0,4.8,4.6,,,,,,,55+
R_1cB1vuJmVGhPlNy,1,15,0,0,1,25-34,1,1,,,,,,,,,,,,,,,,,,,,,,,0.800000011920929,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_7RTSRiZ0WgUMc8A,1,22,0,0,2,35-44,5,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,35-54
R_6fqgoJLmbBnfaWt,1,14,0,0,2,25-34,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_1PAD1XKaXkOT6K9,1,25,0,0,2,18-24,,1,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_5X4z9SIMJkniStj,1,17,0,0,2,25-34,4,1,,,,,,,,,,,,,,,,,,,,,,,0.5,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_7DhiapZw8MqDZY9,1,28,0,0,2,35-44,1,1,,,,,,,,,,,,,,,,,,,,,,,0.800000011920929,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,35-54
R_6ffj6KyRFdRXeL6,1,10,0,0,2,55-64,3,,,,,,,,,,,,,,,,,,,,,,,,0.899999976158142,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,55+
R_6rIquJAsY9YHGWH,1,21,0,0,2,35-44,2,1,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,35-54
R_7AEz1LRsOCFP3fb,1,55,0,0,1,18-24,,,,,,,,,,,,,,,,,,,,,,,,,0.899999976158142,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_5kCdBXkDIwagTrx,1,17,0,0,2,25-34,1,1,,,,,,,,,,,,,,,,,,,,,,,0.899999976158142,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
